0     1  0  0  -288.0121       2  0  0  -72.00478       3  0  0  -32.00335       4  0  0  -18.00284       5  0  0  -11.52261       1  0  0  -288.0121       2  0  0  -72.00478       3  0  0  -32.00335       4  0  0  -18.00284       5  0  0  -11.52261       2  1  0  -72.00163       3  1  0  -32.00194       4  1  0  -18.00204       5  1  0  -11.52209       2  1  0  -72.00163       3  1  0  -32.00194       4  1  0  -18.00204       5  1  0  -11.52209       3  2  0  -32.00058       4  2  0  -18.00106       5  2  0  -11.52138       3  2  0  -32.00058       4  2  0  -18.00106       5  2  0  -11.52138       4  3  0  -18.00029       5  3  0  -11.52067       4  3  0  -18.00029       5  3  0  -11.52067       5  4  0  -11.52017       5  4  0  -11.52017       

1     1  0  -288.0121  -278.7486       2  0  -72.00478  -77.34146       3  0  -32.00335  -47.48474       4  0  -18.00284  -39.03487       5  0  -11.52261  -35.34607       1  0  -288.0121  -278.7486       2  0  -72.00478  -77.34146       3  0  -32.00335  -47.48474       4  0  -18.00284  -39.03487       5  0  -11.52261  -35.34607       2  1  -72.00163  -75.29122       3  1  -32.00194  -46.6697       4  1  -18.00204  -38.69816       5  1  -11.52209  -35.17737       2  1  -72.00163  -75.29122       3  1  -32.00194  -46.6697       4  1  -18.00204  -38.69816       5  1  -11.52209  -35.17737       3  2  -32.00058  -45.25518       4  2  -18.00106  -38.16648       5  2  -11.52138  -34.92189       3  2  -32.00058  -45.25518       4  2  -18.00106  -38.16648       5  2  -11.52138  -34.92189       4  3  -18.00029  -37.72119       5  3  -11.52067  -34.7253       4  3  -18.00029  -37.72119       5  3  -11.52067  -34.7253       5  4  -11.52017  -34.70851       5  4  -11.52017  -34.70851       

2     1  0  -278.7486  -275.6337       2  0  -77.34146  -83.44972       3  0  -47.48474  -60.10683       4  0  -39.03487  -55.15073       5  0  -35.34607  -53.08093       1  0  -278.7486  -275.6337       2  0  -77.34146  -83.44972       3  0  -47.48474  -60.10683       4  0  -39.03487  -55.15073       5  0  -35.34607  -53.08093       2  1  -75.29122  -80.33666       3  1  -46.6697  -59.08298       4  1  -38.69816  -54.77035       5  1  -35.17737  -52.89387       2  1  -75.29122  -80.33666       3  1  -46.6697  -59.08298       4  1  -38.69816  -54.77035       5  1  -35.17737  -52.89387       3  2  -45.25518  -57.2965       4  2  -38.16648  -54.15104       5  2  -34.92189  -52.59493       3  2  -45.25518  -57.2965       4  2  -38.16648  -54.15104       5  2  -34.92189  -52.59493       4  3  -37.72119  -53.80926       5  3  -34.7253  -52.42628       4  3  -37.72119  -53.80926       5  3  -34.7253  -52.42628       5  4  -34.70851  -52.47269       5  4  -34.70851  -52.47269       

3     1  0  -275.6337  -276.2633       2  0  -83.44972  -89.66908       3  0  -60.10683  -70.10706       4  0  -55.15073  -67.33283       5  0  -53.08093  -66.21652       1  0  -275.6337  -276.2633       2  0  -83.44972  -89.66908       3  0  -60.10683  -70.10706       4  0  -55.15073  -67.33283       5  0  -53.08093  -66.21652       2  1  -80.33666  -86.039       3  1  -59.08298  -69.16263       4  1  -54.77035  -67.02042       5  1  -52.89387  -66.06399       2  1  -80.33666  -86.039       3  1  -59.08298  -69.16263       4  1  -54.77035  -67.02042       5  1  -52.89387  -66.06399       3  2  -57.2965  -67.67502       4  2  -54.15104  -66.4839       5  2  -52.59493  -65.80126       3  2  -57.2965  -67.67502       4  2  -54.15104  -66.4839       5  2  -52.59493  -65.80126       4  3  -53.80926  -66.36849       5  3  -52.42628  -65.72855       4  3  -53.80926  -66.36849       5  3  -52.42628  -65.72855       5  4  -52.47269  -65.7865       5  4  -52.47269  -65.7865       

4     1  0  -276.2633  -279.0411       2  0  -89.66908  -95.7413       3  0  -70.10706  -77.94326       4  0  -67.33283  -76.51468       5  0  -66.21652  -75.98368       1  0  -276.2633  -279.0411       2  0  -89.66908  -95.7413       3  0  -70.10706  -77.94326       4  0  -67.33283  -76.51468       5  0  -66.21652  -75.98368       2  1  -86.039  -91.86869       3  1  -69.16263  -77.16845       4  1  -67.02042  -76.30723       5  1  -66.06399  -75.87825       2  1  -86.039  -91.86869       3  1  -69.16263  -77.16845       4  1  -67.02042  -76.30723       5  1  -66.06399  -75.87825       3  2  -67.67502  -76.33924       4  2  -66.4839  -75.93217       5  2  -65.80126  -75.67839       3  2  -67.67502  -76.33924       4  2  -66.4839  -75.93217       5  2  -65.80126  -75.67839       4  3  -66.36849  -75.96506       5  3  -65.72855  -75.68671       4  3  -66.36849  -75.96506       5  3  -65.72855  -75.68671       5  4  -65.7865  -75.73396       5  4  -65.7865  -75.73396       

