32     0 -0.5 1 2.227041      0 -0.5 2 1.784667      0 -0.5 3 0.8007      0 -0.5 4 0.09268309      0 -0.5 5 0.1142921      0 0.5 1 2.227041      0 0.5 2 1.784667      0 0.5 3 0.8007      0 0.5 4 0.09268309      0 0.5 5 0.1142921      1 -0.5 2 1.830215      1 -0.5 3 0.4011385      1 -0.5 4 0.100644      1 -0.5 5 0.1017049      1 0.5 2 1.830215      1 0.5 3 0.4011385      1 0.5 4 0.100644      1 0.5 5 0.1017049      2 -0.5 3 0.1987526      2 -0.5 4 0.09695276      2 -0.5 5 0.145102      2 0.5 3 0.1987526      2 0.5 4 0.09695276      2 0.5 5 0.145102      3 -0.5 4 0.3103148      3 -0.5 5 0.2252341      3 0.5 4 0.3103148      3 0.5 5 0.2252341      4 -0.5 5 0.3101964      4 0.5 5 0.3101964      

33     0 -0.5 1 2.25368      0 -0.5 2 1.808307      0 -0.5 3 0.9049052      0 -0.5 4 0.0571932      0 -0.5 5 0.1157147      0 0.5 1 2.25368      0 0.5 2 1.808307      0 0.5 3 0.9049052      0 0.5 4 0.0571932      0 0.5 5 0.1157147      1 -0.5 2 1.853926      1 -0.5 3 0.4883177      1 -0.5 4 0.05785084      1 -0.5 5 0.1047826      1 0.5 2 1.853926      1 0.5 3 0.4883177      1 0.5 4 0.05785084      1 0.5 5 0.1047826      2 -0.5 3 0.1444578      2 -0.5 4 0.09886016      2 -0.5 5 0.1417931      2 0.5 3 0.1444578      2 0.5 4 0.09886016      2 0.5 5 0.1417931      3 -0.5 4 0.2409767      3 -0.5 5 0.2219194      3 0.5 4 0.2409767      3 0.5 5 0.2219194      4 -0.5 5 0.2403515      4 0.5 5 0.2403515      

34     0 -0.5 1 2.190494      0 -0.5 2 1.758666      0 -0.5 3 0.8292884      0 -0.5 4 0.1091262      0 -0.5 5 0.114106      0 0.5 1 2.190494      0 0.5 2 1.758666      0 0.5 3 0.8292884      0 0.5 4 0.1091262      0 0.5 5 0.114106      1 -0.5 2 1.803127      1 -0.5 3 0.4227061      1 -0.5 4 0.1015427      1 -0.5 5 0.1033091      1 0.5 2 1.803127      1 0.5 3 0.4227061      1 0.5 4 0.1015427      1 0.5 5 0.1033091      2 -0.5 3 0.2117458      2 -0.5 4 0.0975288      2 -0.5 5 0.1621691      2 0.5 3 0.2117458      2 0.5 4 0.0975288      2 0.5 5 0.1621691      3 -0.5 4 0.239126      3 -0.5 5 0.2440342      3 0.5 4 0.239126      3 0.5 5 0.2440342      4 -0.5 5 0.238796      4 0.5 5 0.238796      

35     0 -0.5 1 2.206557      0 -0.5 2 1.759756      0 -0.5 3 0.852471      0 -0.5 4 0.1504459      0 -0.5 5 0.1537392      0 0.5 1 2.206557      0 0.5 2 1.759756      0 0.5 3 0.852471      0 0.5 4 0.1504459      0 0.5 5 0.1537392      1 -0.5 2 1.805531      1 -0.5 3 0.3512982      1 -0.5 4 0.1303666      1 -0.5 5 0.1019169      1 0.5 2 1.805531      1 0.5 3 0.3512982      1 0.5 4 0.1303666      1 0.5 5 0.1019169      2 -0.5 3 0.2677698      2 -0.5 4 0.1430349      2 -0.5 5 0.1965064      2 0.5 3 0.2677698      2 0.5 4 0.1430349      2 0.5 5 0.1965064      3 -0.5 4 0.2982267      3 -0.5 5 0.3171183      3 0.5 4 0.2982267      3 0.5 5 0.3171183      4 -0.5 5 0.2975737      4 0.5 5 0.2975737      

36     0 -0.5 1 2.177849      0 -0.5 2 1.744698      0 -0.5 3 0.8346832      0 -0.5 4 0.1891201      0 -0.5 5 0.121424      0 0.5 1 2.177849      0 0.5 2 1.744698      0 0.5 3 0.8346832      0 0.5 4 0.1891201      0 0.5 5 0.121424      1 -0.5 2 1.789226      1 -0.5 3 0.3357374      1 -0.5 4 0.1179286      1 -0.5 5 0.112817      1 0.5 2 1.789226      1 0.5 3 0.3357374      1 0.5 4 0.1179286      1 0.5 5 0.112817      2 -0.5 3 0.2530576      2 -0.5 4 0.1474132      2 -0.5 5 0.1902837      2 0.5 3 0.2530576      2 0.5 4 0.1474132      2 0.5 5 0.1902837      3 -0.5 4 0.2526765      3 -0.5 5 0.284674      3 0.5 4 0.2526765      3 0.5 5 0.284674      4 -0.5 5 0.2522041      4 0.5 5 0.2522041      

37     0 -0.5 1 1.411269      0 -0.5 2 1.081033      0 -0.5 3 0.4331284      0 -0.5 4 0.1447662      0 -0.5 5 0.05349638      0 0.5 1 1.411269      0 0.5 2 1.081033      0 0.5 3 0.4331284      0 0.5 4 0.1447662      0 0.5 5 0.05349638      1 -0.5 2 1.11455      1 -0.5 3 0.3334414      1 -0.5 4 0.2017051      1 -0.5 5 0.08132396      1 0.5 2 1.11455      1 0.5 3 0.3334414      1 0.5 4 0.2017051      1 0.5 5 0.08132396      2 -0.5 3 0.2018087      2 -0.5 4 0.07164678      2 -0.5 5 0.1111541      2 0.5 3 0.2018087      2 0.5 4 0.07164678      2 0.5 5 0.1111541      3 -0.5 4 0.2019556      3 -0.5 5 0.1768806      3 0.5 4 0.2019556      3 0.5 5 0.1768806      4 -0.5 5 0.2021394      4 0.5 5 0.2021394      

38     0 -0.5 1 0.08568755      0 -0.5 2 0.0791563      0 -0.5 3 0.03252739      0 -0.5 4 0.001757238      0 -0.5 5 0.001417363      0 0.5 1 0.08568755      0 0.5 2 0.0791563      0 0.5 3 0.03252739      0 0.5 4 0.001757238      0 0.5 5 0.001417363      1 -0.5 2 0.07993585      1 -0.5 3 0.0002023556      1 -0.5 4 0.00484056      1 -0.5 5 0.0007611904      1 0.5 2 0.07993585      1 0.5 3 0.0002023556      1 0.5 4 0.00484056      1 0.5 5 0.0007611904      2 -0.5 3 0.001767073      2 -0.5 4 0.0007279621      2 -0.5 5 0.001812896      2 0.5 3 0.001767073      2 0.5 4 0.0007279621      2 0.5 5 0.001812896      3 -0.5 4 0.001776551      3 -0.5 5 0.0007334652      3 0.5 4 0.001776551      3 0.5 5 0.0007334652      4 -0.5 5 0.001788693      4 0.5 5 0.001788693      

39     0 -0.5 1 2.249799      0 -0.5 2 1.794028      0 -0.5 3 0.7976339      0 -0.5 4 0.08614675      0 -0.5 5 0.1108415      0 0.5 1 2.249799      0 0.5 2 1.794028      0 0.5 3 0.7976339      0 0.5 4 0.08614675      0 0.5 5 0.1108415      1 -0.5 2 1.840827      1 -0.5 3 0.4328856      1 -0.5 4 0.1103279      1 -0.5 5 0.1000982      1 0.5 2 1.840827      1 0.5 3 0.4328856      1 0.5 4 0.1103279      1 0.5 5 0.1000982      2 -0.5 3 0.1841537      2 -0.5 4 0.0954776      2 -0.5 5 0.1385588      2 0.5 3 0.1841537      2 0.5 4 0.0954776      2 0.5 5 0.1385588      3 -0.5 4 0.3078209      3 -0.5 5 0.2241017      3 0.5 4 0.3078209      3 0.5 5 0.2241017      4 -0.5 5 0.307713      4 0.5 5 0.307713      

40     0 -0.5 1 3.082262      0 -0.5 2 2.593953      0 -0.5 3 1.33066      0 -0.5 4 0.02929852      0 -0.5 5 0.09276351      0 0.5 1 3.082262      0 0.5 2 2.593953      0 0.5 3 1.33066      0 0.5 4 0.02929852      0 0.5 5 0.09276351      1 -0.5 2 2.645351      1 -0.5 3 0.6090919      1 -0.5 4 0.03257676      1 -0.5 5 0.05841566      1 0.5 2 2.645351      1 0.5 3 0.6090919      1 0.5 4 0.03257676      1 0.5 5 0.05841566      2 -0.5 3 0.09382828      2 -0.5 4 0.07029005      2 -0.5 5 0.1105607      2 0.5 3 0.09382828      2 0.5 4 0.07029005      2 0.5 5 0.1105607      3 -0.5 4 0.186238      3 -0.5 5 0.1750408      3 0.5 4 0.186238      3 0.5 5 0.1750408      4 -0.5 5 0.1856746      4 0.5 5 0.1856746      

41     0 -0.5 1 2.487729      0 -0.5 2 2.019564      0 -0.5 3 0.9316048      0 -0.5 4 0.06644103      0 -0.5 5 0.08649037      0 0.5 1 2.487729      0 0.5 2 2.019564      0 0.5 3 0.9316048      0 0.5 4 0.06644103      0 0.5 5 0.08649037      1 -0.5 2 2.068045      1 -0.5 3 0.3557634      1 -0.5 4 0.05746632      1 -0.5 5 0.05350296      1 0.5 2 2.068045      1 0.5 3 0.3557634      1 0.5 4 0.05746632      1 0.5 5 0.05350296      2 -0.5 3 0.1757674      2 -0.5 4 0.06498763      2 -0.5 5 0.1287149      2 0.5 3 0.1757674      2 0.5 4 0.06498763      2 0.5 5 0.1287149      3 -0.5 4 0.177731      3 -0.5 5 0.1724723      3 0.5 4 0.177731      3 0.5 5 0.1724723      4 -0.5 5 0.1774446      4 0.5 5 0.1774446      

42     0 -0.5 1 1.855604      0 -0.5 2 1.471999      0 -0.5 3 0.7112924      0 -0.5 4 0.1473451      0 -0.5 5 0.1588951      0 0.5 1 1.855604      0 0.5 2 1.471999      0 0.5 3 0.7112924      0 0.5 4 0.1473451      0 0.5 5 0.1588951      1 -0.5 2 1.511116      1 -0.5 3 0.221324      1 -0.5 4 0.1234763      1 -0.5 5 0.1006229      1 0.5 2 1.511116      1 0.5 3 0.221324      1 0.5 4 0.1234763      1 0.5 5 0.1006229      2 -0.5 3 0.2971209      2 -0.5 4 0.1471382      2 -0.5 5 0.2087205      2 0.5 3 0.2971209      2 0.5 4 0.1471382      2 0.5 5 0.2087205      3 -0.5 4 0.2994129      3 -0.5 5 0.3037169      3 0.5 4 0.2994129      3 0.5 5 0.3037169      4 -0.5 5 0.2987192      4 0.5 5 0.2987192      

43     0 -0.5 1 2.222946      0 -0.5 2 1.80152      0 -0.5 3 0.8673264      0 -0.5 4 0.1778171      0 -0.5 5 0.1117614      0 0.5 1 2.222946      0 0.5 2 1.80152      0 0.5 3 0.8673264      0 0.5 4 0.1778171      0 0.5 5 0.1117614      1 -0.5 2 1.845136      1 -0.5 3 0.2977629      1 -0.5 4 0.1080764      1 -0.5 5 0.09813784      1 0.5 2 1.845136      1 0.5 3 0.2977629      1 0.5 4 0.1080764      1 0.5 5 0.09813784      2 -0.5 3 0.2337756      2 -0.5 4 0.1535498      2 -0.5 5 0.1792186      2 0.5 3 0.2337756      2 0.5 4 0.1535498      2 0.5 5 0.1792186      3 -0.5 4 0.2333925      3 -0.5 5 0.265712      3 0.5 4 0.2333925      3 0.5 5 0.265712      4 -0.5 5 0.2329195      4 0.5 5 0.2329195      

44     0 -0.5 1 1.349998      0 -0.5 2 1.024621      0 -0.5 3 0.4034174      0 -0.5 4 0.153713      0 -0.5 5 0.05620135      0 0.5 1 1.349998      0 0.5 2 1.024621      0 0.5 3 0.4034174      0 0.5 4 0.153713      0 0.5 5 0.05620135      1 -0.5 2 1.057528      1 -0.5 3 0.3071117      1 -0.5 4 0.2064524      1 -0.5 5 0.08492344      1 0.5 2 1.057528      1 0.5 3 0.3071117      1 0.5 4 0.2064524      1 0.5 5 0.08492344      2 -0.5 3 0.2065607      2 -0.5 4 0.08827098      2 -0.5 5 0.1145487      2 0.5 3 0.2065607      2 0.5 4 0.08827098      2 0.5 5 0.1145487      3 -0.5 4 0.2067138      3 -0.5 5 0.1802819      3 0.5 4 0.2067138      3 0.5 5 0.1802819      4 -0.5 5 0.2069051      4 0.5 5 0.2069051      

45     0 -0.5 1 0.0761807      0 -0.5 2 0.06930662      0 -0.5 3 0.02767539      0 -0.5 4 0.00307113      0 -0.5 5 0.002136396      0 0.5 1 0.0761807      0 0.5 2 0.06930662      0 0.5 3 0.02767539      0 0.5 4 0.00307113      0 0.5 5 0.002136396      1 -0.5 2 0.07010036      1 -0.5 3 0.001193347      1 -0.5 4 0.008244163      1 -0.5 5 0.001589367      1 0.5 2 0.07010036      1 0.5 3 0.001193347      1 0.5 4 0.008244163      1 0.5 5 0.001589367      2 -0.5 3 0.003084393      2 -0.5 4 0.001593125      2 -0.5 5 0.002774298      2 0.5 3 0.003084393      2 0.5 4 0.001593125      2 0.5 5 0.002774298      3 -0.5 4 0.00309716      3 -0.5 5 0.001613427      3 0.5 4 0.00309716      3 0.5 5 0.001613427      4 -0.5 5 0.003113493      4 0.5 5 0.003113493      

46     0 -0.5 1 2.234651      0 -0.5 2 1.790372      0 -0.5 3 0.8023903      0 -0.5 4 0.1011552      0 -0.5 5 0.1119393      0 0.5 1 2.234651      0 0.5 2 1.790372      0 0.5 3 0.8023903      0 0.5 4 0.1011552      0 0.5 5 0.1119393      1 -0.5 2 1.836107      1 -0.5 3 0.3872618      1 -0.5 4 0.101551      1 -0.5 5 0.1037535      1 0.5 2 1.836107      1 0.5 3 0.3872618      1 0.5 4 0.101551      1 0.5 5 0.1037535      2 -0.5 3 0.210008      2 -0.5 4 0.09950507      2 -0.5 5 0.1488314      2 0.5 3 0.210008      2 0.5 4 0.09950507      2 0.5 5 0.1488314      3 -0.5 4 0.3145651      3 -0.5 5 0.2378725      3 0.5 4 0.3145651      3 0.5 5 0.2378725      4 -0.5 5 0.3144544      4 0.5 5 0.3144544      

47     0 -0.5 1 2.251004      0 -0.5 2 1.806478      0 -0.5 3 0.9047194      0 -0.5 4 0.06202185      0 -0.5 5 0.1142567      0 0.5 1 2.251004      0 0.5 2 1.806478      0 0.5 3 0.9047194      0 0.5 4 0.06202185      0 0.5 5 0.1142567      1 -0.5 2 1.852012      1 -0.5 3 0.4781277      1 -0.5 4 0.05977984      1 -0.5 5 0.1036546      1 0.5 2 1.852012      1 0.5 3 0.4781277      1 0.5 4 0.05977984      1 0.5 5 0.1036546      2 -0.5 3 0.1511645      2 -0.5 4 0.0988099      2 -0.5 5 0.1459687      2 0.5 3 0.1511645      2 0.5 4 0.0988099      2 0.5 5 0.1459687      3 -0.5 4 0.2410433      3 -0.5 5 0.2307631      3 0.5 4 0.2410433      3 0.5 5 0.2307631      4 -0.5 5 0.240416      4 0.5 5 0.240416      

48     0 -0.5 1 2.194292      0 -0.5 2 1.761731      0 -0.5 3 0.8303543      0 -0.5 4 0.1142365      0 -0.5 5 0.1142675      0 0.5 1 2.194292      0 0.5 2 1.761731      0 0.5 3 0.8303543      0 0.5 4 0.1142365      0 0.5 5 0.1142675      1 -0.5 2 1.806265      1 -0.5 3 0.4140627      1 -0.5 4 0.1024731      1 -0.5 5 0.1037239      1 0.5 2 1.806265      1 0.5 3 0.4140627      1 0.5 4 0.1024731      1 0.5 5 0.1037239      2 -0.5 3 0.2183749      2 -0.5 4 0.09897948      2 -0.5 5 0.1648371      2 0.5 3 0.2183749      2 0.5 4 0.09897948      2 0.5 5 0.1648371      3 -0.5 4 0.2415444      3 -0.5 5 0.2494196      3 0.5 4 0.2415444      3 0.5 5 0.2494196      4 -0.5 5 0.2412171      4 0.5 5 0.2412171      

49     0 -0.5 1 2.204482      0 -0.5 2 1.758122      0 -0.5 3 0.8519012      0 -0.5 4 0.1562899      0 -0.5 5 0.1541907      0 0.5 1 2.204482      0 0.5 2 1.758122      0 0.5 3 0.8519012      0 0.5 4 0.1562899      0 0.5 5 0.1541907      1 -0.5 2 1.803851      1 -0.5 3 0.3436336      1 -0.5 4 0.1348446      1 -0.5 5 0.1000212      1 0.5 2 1.803851      1 0.5 3 0.3436336      1 0.5 4 0.1348446      1 0.5 5 0.1000212      2 -0.5 3 0.2750384      2 -0.5 4 0.1438077      2 -0.5 5 0.1992856      2 0.5 3 0.2750384      2 0.5 4 0.1438077      2 0.5 5 0.1992856      3 -0.5 4 0.300752      3 -0.5 5 0.3214309      3 0.5 4 0.300752      3 0.5 5 0.3214309      4 -0.5 5 0.3001164      4 0.5 5 0.3001164      

50     0 -0.5 1 2.179955      0 -0.5 2 1.746533      0 -0.5 3 0.8355137      0 -0.5 4 0.1945206      0 -0.5 5 0.1230262      0 0.5 1 2.179955      0 0.5 2 1.746533      0 0.5 3 0.8355137      0 0.5 4 0.1945206      0 0.5 5 0.1230262      1 -0.5 2 1.79109      1 -0.5 3 0.329079      1 -0.5 4 0.1196272      1 -0.5 5 0.1135487      1 0.5 2 1.79109      1 0.5 3 0.329079      1 0.5 4 0.1196272      1 0.5 5 0.1135487      2 -0.5 3 0.2571016      2 -0.5 4 0.1510291      2 -0.5 5 0.1922309      2 0.5 3 0.2571016      2 0.5 4 0.1510291      2 0.5 5 0.1922309      3 -0.5 4 0.2567283      3 -0.5 5 0.2884921      3 0.5 4 0.2567283      3 0.5 5 0.2884921      4 -0.5 5 0.2562653      4 0.5 5 0.2562653      

51     0 -0.5 1 1.410692      0 -0.5 2 1.080572      0 -0.5 3 0.4330151      0 -0.5 4 0.1456822      0 -0.5 5 0.05285996      0 0.5 1 1.410692      0 0.5 2 1.080572      0 0.5 3 0.4330151      0 0.5 4 0.1456822      0 0.5 5 0.05285996      1 -0.5 2 1.114077      1 -0.5 3 0.3333543      1 -0.5 4 0.2008317      1 -0.5 5 0.08195355      1 0.5 2 1.114077      1 0.5 3 0.3333543      1 0.5 4 0.2008317      1 0.5 5 0.08195355      2 -0.5 3 0.2009323      2 -0.5 4 0.07203421      2 -0.5 5 0.1107402      2 0.5 3 0.2009323      2 0.5 4 0.07203421      2 0.5 5 0.1107402      3 -0.5 4 0.201075      3 -0.5 5 0.1763792      3 0.5 4 0.201075      3 0.5 5 0.1763792      4 -0.5 5 0.2012535      4 0.5 5 0.2012535      

52     0 -0.5 1 0.08554978      0 -0.5 2 0.07902653      0 -0.5 3 0.0324809      0 -0.5 4 0.001708965      0 -0.5 5 0.001383608      0 0.5 1 0.08554978      0 0.5 2 0.07902653      0 0.5 3 0.0324809      0 0.5 4 0.001708965      0 0.5 5 0.001383608      1 -0.5 2 0.0798052      1 -0.5 3 0.0001981354      1 -0.5 4 0.004929518      1 -0.5 5 0.0007384654      1 0.5 2 0.0798052      1 0.5 3 0.0001981354      1 0.5 4 0.004929518      1 0.5 5 0.0007384654      2 -0.5 3 0.001718459      2 -0.5 4 0.0007042536      2 -0.5 5 0.001797761      2 0.5 3 0.001718459      2 0.5 4 0.0007042536      2 0.5 5 0.001797761      3 -0.5 4 0.001727606      3 -0.5 5 0.0007087902      3 0.5 4 0.001727606      3 0.5 5 0.0007087902      4 -0.5 5 0.001739322      4 0.5 5 0.001739322      

53     0 -0.5 1 2.250188      0 -0.5 2 1.794417      0 -0.5 3 0.7977969      0 -0.5 4 0.08616806      0 -0.5 5 0.1107728      0 0.5 1 2.250188      0 0.5 2 1.794417      0 0.5 3 0.7977969      0 0.5 4 0.08616806      0 0.5 5 0.1107728      1 -0.5 2 1.841216      1 -0.5 3 0.4329564      1 -0.5 4 0.110364      1 -0.5 5 0.1001364      1 0.5 2 1.841216      1 0.5 3 0.4329564      1 0.5 4 0.110364      1 0.5 5 0.1001364      2 -0.5 3 0.1841432      2 -0.5 4 0.09551921      2 -0.5 5 0.1384728      2 0.5 3 0.1841432      2 0.5 4 0.09551921      2 0.5 5 0.1384728      3 -0.5 4 0.3080194      3 -0.5 5 0.2242001      3 0.5 4 0.3080194      3 0.5 5 0.2242001      4 -0.5 5 0.3079136      4 0.5 5 0.3079136      

54     0 -0.5 1 3.082881      0 -0.5 2 2.594491      0 -0.5 3 1.330967      0 -0.5 4 0.02921229      0 -0.5 5 0.09276888      0 0.5 1 3.082881      0 0.5 2 2.594491      0 0.5 3 1.330967      0 0.5 4 0.02921229      0 0.5 5 0.09276888      1 -0.5 2 2.645898      1 -0.5 3 0.6096271      1 -0.5 4 0.03256069      1 -0.5 5 0.05842325      1 0.5 2 2.645898      1 0.5 3 0.6096271      1 0.5 4 0.03256069      1 0.5 5 0.05842325      2 -0.5 3 0.093643      2 -0.5 4 0.07030156      2 -0.5 5 0.1105262      2 0.5 3 0.093643      2 0.5 4 0.07030156      2 0.5 5 0.1105262      3 -0.5 4 0.1861402      3 -0.5 5 0.1750836      3 0.5 4 0.1861402      3 0.5 5 0.1750836      4 -0.5 5 0.1855765      4 0.5 5 0.1855765      

55     0 -0.5 1 2.488142      0 -0.5 2 2.019952      0 -0.5 3 0.9317665      0 -0.5 4 0.06626625      0 -0.5 5 0.08646203      0 0.5 1 2.488142      0 0.5 2 2.019952      0 0.5 3 0.9317665      0 0.5 4 0.06626625      0 0.5 5 0.08646203      1 -0.5 2 2.068436      1 -0.5 3 0.3561156      1 -0.5 4 0.05738448      1 -0.5 5 0.05348406      1 0.5 2 2.068436      1 0.5 3 0.3561156      1 0.5 4 0.05738448      1 0.5 5 0.05348406      2 -0.5 3 0.1754964      2 -0.5 4 0.06496968      2 -0.5 5 0.1285452      2 0.5 3 0.1754964      2 0.5 4 0.06496968      2 0.5 5 0.1285452      3 -0.5 4 0.1775896      3 -0.5 5 0.172348      3 0.5 4 0.1775896      3 0.5 5 0.172348      4 -0.5 5 0.1773044      4 0.5 5 0.1773044      

56     0 -0.5 1 1.855565      0 -0.5 2 1.471957      0 -0.5 3 0.7112927      0 -0.5 4 0.1472241      0 -0.5 5 0.1590089      0 0.5 1 1.855565      0 0.5 2 1.471957      0 0.5 3 0.7112927      0 0.5 4 0.1472241      0 0.5 5 0.1590089      1 -0.5 2 1.511074      1 -0.5 3 0.2214314      1 -0.5 4 0.1234777      1 -0.5 5 0.100687      1 0.5 2 1.511074      1 0.5 3 0.2214314      1 0.5 4 0.1234777      1 0.5 5 0.100687      2 -0.5 3 0.2969648      2 -0.5 4 0.1472359      2 -0.5 5 0.2087128      2 0.5 3 0.2969648      2 0.5 4 0.1472359      2 0.5 5 0.2087128      3 -0.5 4 0.2994247      3 -0.5 5 0.3037368      3 0.5 4 0.2994247      3 0.5 5 0.3037368      4 -0.5 5 0.2987301      4 0.5 5 0.2987301      

57     0 -0.5 1 2.223124      0 -0.5 2 1.801695      0 -0.5 3 0.8674153      0 -0.5 4 0.1776381      0 -0.5 5 0.1117347      0 0.5 1 2.223124      0 0.5 2 1.801695      0 0.5 3 0.8674153      0 0.5 4 0.1776381      0 0.5 5 0.1117347      1 -0.5 2 1.845312      1 -0.5 3 0.2979298      1 -0.5 4 0.1080473      1 -0.5 5 0.09806412      1 0.5 2 1.845312      1 0.5 3 0.2979298      1 0.5 4 0.1080473      1 0.5 5 0.09806412      2 -0.5 3 0.2336108      2 -0.5 4 0.1534895      2 -0.5 5 0.1790967      2 0.5 3 0.2336108      2 0.5 4 0.1534895      2 0.5 5 0.1790967      3 -0.5 4 0.233228      3 -0.5 5 0.2655797      3 0.5 4 0.233228      3 0.5 5 0.2655797      4 -0.5 5 0.2327555      4 0.5 5 0.2327555      

58     0 -0.5 1 1.349877      0 -0.5 2 1.024517      0 -0.5 3 0.4033687      0 -0.5 4 0.1536944      0 -0.5 5 0.05623159      0 0.5 1 1.349877      0 0.5 2 1.024517      0 0.5 3 0.4033687      0 0.5 4 0.1536944      0 0.5 5 0.05623159      1 -0.5 2 1.057422      1 -0.5 3 0.3070684      1 -0.5 4 0.2064685      1 -0.5 5 0.08493807      1 0.5 2 1.057422      1 0.5 3 0.3070684      1 0.5 4 0.2064685      1 0.5 5 0.08493807      2 -0.5 3 0.2065767      2 -0.5 4 0.0882904      2 -0.5 5 0.1145405      2 0.5 3 0.2065767      2 0.5 4 0.0882904      2 0.5 5 0.1145405      3 -0.5 4 0.2067297      3 -0.5 5 0.1802715      3 0.5 4 0.2067297      3 0.5 5 0.1802715      4 -0.5 5 0.2069207      4 0.5 5 0.2069207      

59     0 -0.5 1 0.07615579      0 -0.5 2 0.06928287      0 -0.5 3 0.02766477      0 -0.5 4 0.003075264      0 -0.5 5 0.002138194      0 0.5 1 0.07615579      0 0.5 2 0.06928287      0 0.5 3 0.02766477      0 0.5 4 0.003075264      0 0.5 5 0.002138194      1 -0.5 2 0.07007647      1 -0.5 3 0.001195667      1 -0.5 4 0.008238032      1 -0.5 5 0.001591279      1 0.5 2 0.07007647      1 0.5 3 0.001195667      1 0.5 4 0.008238032      1 0.5 5 0.001591279      2 -0.5 3 0.00308852      2 -0.5 4 0.001595151      2 -0.5 5 0.002776702      2 0.5 3 0.00308852      2 0.5 4 0.001595151      2 0.5 5 0.002776702      3 -0.5 4 0.003101279      3 -0.5 5 0.00161556      3 0.5 4 0.003101279      3 0.5 5 0.00161556      4 -0.5 5 0.003117602      4 0.5 5 0.003117602      

60     0 -0.5 1 2.234648      0 -0.5 2 1.790386      0 -0.5 3 0.8024075      0 -0.5 4 0.1011443      0 -0.5 5 0.1119499      0 0.5 1 2.234648      0 0.5 2 1.790386      0 0.5 3 0.8024075      0 0.5 4 0.1011443      0 0.5 5 0.1119499      1 -0.5 2 1.836119      1 -0.5 3 0.3872627      1 -0.5 4 0.1015372      1 -0.5 5 0.1037651      1 0.5 2 1.836119      1 0.5 3 0.3872627      1 0.5 4 0.1015372      1 0.5 5 0.1037651      2 -0.5 3 0.2099983      2 -0.5 4 0.09951435      2 -0.5 5 0.1488353      2 0.5 3 0.2099983      2 0.5 4 0.09951435      2 0.5 5 0.1488353      3 -0.5 4 0.3145515      3 -0.5 5 0.2378744      3 0.5 4 0.3145515      3 0.5 5 0.2378744      4 -0.5 5 0.3144409      4 0.5 5 0.3144409      

61     0 -0.5 1 2.251002      0 -0.5 2 1.806468      0 -0.5 3 0.9047073      0 -0.5 4 0.06202001      0 -0.5 5 0.1142731      0 0.5 1 2.251002      0 0.5 2 1.806468      0 0.5 3 0.9047073      0 0.5 4 0.06202001      0 0.5 5 0.1142731      1 -0.5 2 1.852002      1 -0.5 3 0.4781101      1 -0.5 4 0.05977895      1 -0.5 5 0.1036674      1 0.5 2 1.852002      1 0.5 3 0.4781101      1 0.5 4 0.05977895      1 0.5 5 0.1036674      2 -0.5 3 0.1511667      2 -0.5 4 0.09882743      2 -0.5 5 0.1459748      2 0.5 3 0.1511667      2 0.5 4 0.09882743      2 0.5 5 0.1459748      3 -0.5 4 0.2410442      3 -0.5 5 0.2307804      3 0.5 4 0.2410442      3 0.5 5 0.2307804      4 -0.5 5 0.2404169      4 0.5 5 0.2404169      

62     0 -0.5 1 2.194285      0 -0.5 2 1.761732      0 -0.5 3 0.8303598      0 -0.5 4 0.114234      0 -0.5 5 0.1142701      0 0.5 1 2.194285      0 0.5 2 1.761732      0 0.5 3 0.8303598      0 0.5 4 0.114234      0 0.5 5 0.1142701      1 -0.5 2 1.806265      1 -0.5 3 0.4140578      1 -0.5 4 0.102472      1 -0.5 5 0.1037236      1 0.5 2 1.806265      1 0.5 3 0.4140578      1 0.5 4 0.102472      1 0.5 5 0.1037236      2 -0.5 3 0.2183745      2 -0.5 4 0.09898423      2 -0.5 5 0.1648356      2 0.5 3 0.2183745      2 0.5 4 0.09898423      2 0.5 5 0.1648356      3 -0.5 4 0.2415255      3 -0.5 5 0.2494233      3 0.5 4 0.2415255      3 0.5 5 0.2494233      4 -0.5 5 0.2411982      4 0.5 5 0.2411982      

63     0 -0.5 1 2.204478      0 -0.5 2 1.758114      0 -0.5 3 0.851894      0 -0.5 4 0.1563093      0 -0.5 5 0.1542021      0 0.5 1 2.204478      0 0.5 2 1.758114      0 0.5 3 0.851894      0 0.5 4 0.1563093      0 0.5 5 0.1542021      1 -0.5 2 1.803844      1 -0.5 3 0.3435961      1 -0.5 4 0.1348664      1 -0.5 5 0.1000142      1 0.5 2 1.803844      1 0.5 3 0.3435961      1 0.5 4 0.1348664      1 0.5 5 0.1000142      2 -0.5 3 0.2750676      2 -0.5 4 0.1438198      2 -0.5 5 0.1992953      2 0.5 3 0.2750676      2 0.5 4 0.1438198      2 0.5 5 0.1992953      3 -0.5 4 0.3007618      3 -0.5 5 0.3214463      3 0.5 4 0.3007618      3 0.5 5 0.3214463      4 -0.5 5 0.3001262      4 0.5 5 0.3001262      

