19     0 -0.5 1 2.308912      0 -0.5 2 1.869905      0 -0.5 3 0.8527367      0 -0.5 4 0.07739346      0 -0.5 5 0.04740486      0 0.5 1 2.308912      0 0.5 2 1.869905      0 0.5 3 0.8527367      0 0.5 4 0.07739346      0 0.5 5 0.04740486      1 -0.5 2 1.916688      1 -0.5 3 0.4562014      1 -0.5 4 0.097719      1 -0.5 5 0.04693699      1 0.5 2 1.916688      1 0.5 3 0.4562014      1 0.5 4 0.097719      1 0.5 5 0.04693699      2 -0.5 3 0.1680921      2 -0.5 4 0.04609386      2 -0.5 5 0.07456549      2 0.5 3 0.1680921      2 0.5 4 0.04609386      2 0.5 5 0.07456549      3 -0.5 4 0.2023698      3 -0.5 5 0.1954705      3 0.5 4 0.2023698      3 0.5 5 0.1954705      4 -0.5 5 0.2012675      4 0.5 5 0.2012675      

20     0 -0.5 1 3.013471      0 -0.5 2 2.512401      0 -0.5 3 1.257121      0 -0.5 4 0.07114845      0 -0.5 5 0.06286805      0 0.5 1 3.013471      0 0.5 2 2.512401      0 0.5 3 1.257121      0 0.5 4 0.07114845      0 0.5 5 0.06286805      1 -0.5 2 2.563835      1 -0.5 3 0.471522      1 -0.5 4 0.05481528      1 -0.5 5 0.03900362      1 0.5 2 2.563835      1 0.5 3 0.471522      1 0.5 4 0.05481528      1 0.5 5 0.03900362      2 -0.5 3 0.1593401      2 -0.5 4 0.05992767      2 -0.5 5 0.1313388      2 0.5 3 0.1593401      2 0.5 4 0.05992767      2 0.5 5 0.1313388      3 -0.5 4 0.1933376      3 -0.5 5 0.2215266      3 0.5 4 0.1933376      3 0.5 5 0.2215266      4 -0.5 5 0.1930566      4 0.5 5 0.1930566      

21     0 -0.5 1 2.552096      0 -0.5 2 2.086601      0 -0.5 3 0.9743541      0 -0.5 4 0.08529409      0 -0.5 5 0.04175229      0 0.5 1 2.552096      0 0.5 2 2.086601      0 0.5 3 0.9743541      0 0.5 4 0.08529409      0 0.5 5 0.04175229      1 -0.5 2 2.135646      1 -0.5 3 0.3105541      1 -0.5 4 0.04076615      1 -0.5 5 0.03180245      1 0.5 2 2.135646      1 0.5 3 0.3105541      1 0.5 4 0.04076615      1 0.5 5 0.03180245      2 -0.5 3 0.1544211      2 -0.5 4 0.06769614      2 -0.5 5 0.09011529      2 0.5 3 0.1544211      2 0.5 4 0.06769614      2 0.5 5 0.09011529      3 -0.5 4 0.1537406      3 -0.5 5 0.1677297      3 0.5 4 0.1537406      3 0.5 5 0.1677297      4 -0.5 5 0.1528645      4 0.5 5 0.1528645      

22     0 -0.5 1 1.090851      0 -0.5 2 0.8186861      0 -0.5 3 0.3153944      0 -0.5 4 0.1409744      0 -0.5 5 0.06299352      0 0.5 1 1.090851      0 0.5 2 0.8186861      0 0.5 3 0.3153944      0 0.5 4 0.1409744      0 0.5 5 0.06299352      1 -0.5 2 0.8457225      1 -0.5 3 0.2241105      1 -0.5 4 0.2221485      1 -0.5 5 0.07618929      1 0.5 2 0.8457225      1 0.5 3 0.2241105      1 0.5 4 0.2221485      1 0.5 5 0.07618929      2 -0.5 3 0.22823      2 -0.5 4 0.09501148      2 -0.5 5 0.122383      2 0.5 3 0.22823      2 0.5 4 0.09501148      2 0.5 5 0.122383      3 -0.5 4 0.2286586      3 -0.5 5 0.2106233      3 0.5 4 0.2286586      3 0.5 5 0.2106233      4 -0.5 5 0.2292116      4 0.5 5 0.2292116      

23     0 -0.5 1 0.1237376      0 -0.5 2 0.09595656      0 -0.5 3 0.05208081      0 -0.5 4 0.0005834952      0 -0.5 5 0.005821943      0 0.5 1 0.1237376      0 0.5 2 0.09595656      0 0.5 3 0.05208081      0 0.5 4 0.0005834952      0 0.5 5 0.005821943      1 -0.5 2 0.09884976      1 -0.5 3 0.04176755      1 -0.5 4 0.0009216344      1 -0.5 5 0.0003644508      1 0.5 2 0.09884976      1 0.5 3 0.04176755      1 0.5 4 0.0009216344      1 0.5 5 0.0003644508      2 -0.5 3 0.0005983805      2 -0.5 4 0.0001031053      2 -0.5 5 0.004882538      2 0.5 3 0.0005983805      2 0.5 4 0.0001031053      2 0.5 5 0.004882538      3 -0.5 4 0.0006130752      3 -0.5 5 9.293761e-05      3 0.5 4 0.0006130752      3 0.5 5 9.293761e-05      4 -0.5 5 0.0006323831      4 0.5 5 0.0006323831      

24     0 -0.5 1 0.1394966      0 -0.5 2 0.1115262      0 -0.5 3 0.04206081      0 -0.5 4 0.002311581      0 -0.5 5 0.002267569      0 0.5 1 0.1394966      0 0.5 2 0.1115262      0 0.5 3 0.04206081      0 0.5 4 0.002311581      0 0.5 5 0.002267569      1 -0.5 2 0.1143665      1 -0.5 3 0.01741706      1 -0.5 4 0.0009080929      1 -0.5 5 0.001927808      1 0.5 2 0.1143665      1 0.5 3 0.01741706      1 0.5 4 0.0009080929      1 0.5 5 0.001927808      2 -0.5 3 0.002328758      2 -0.5 4 0.001477233      2 -0.5 5 0.002999007      2 0.5 3 0.002328758      2 0.5 4 0.001477233      2 0.5 5 0.002999007      3 -0.5 4 0.002345595      3 -0.5 5 0.001413394      3 0.5 4 0.002345595      3 0.5 5 0.001413394      4 -0.5 5 0.002367544      4 0.5 5 0.002367544      

25     0 -0.5 1 2.078917      0 -0.5 2 1.686049      0 -0.5 3 0.7609203      0 -0.5 4 0.04525429      0 -0.5 5 0.1398003      0 0.5 1 2.078917      0 0.5 2 1.686049      0 0.5 3 0.7609203      0 0.5 4 0.04525429      0 0.5 5 0.1398003      1 -0.5 2 1.726937      1 -0.5 3 0.5309102      1 -0.5 4 0.121948      1 -0.5 5 0.09623308      1 0.5 2 1.726937      1 0.5 3 0.5309102      1 0.5 4 0.121948      1 0.5 5 0.09623308      2 -0.5 3 0.1249912      2 -0.5 4 0.08547977      2 -0.5 5 0.1178534      2 0.5 3 0.1249912      2 0.5 4 0.08547977      2 0.5 5 0.1178534      3 -0.5 4 0.3005929      3 -0.5 5 0.170715      3 0.5 4 0.3005929      3 0.5 5 0.170715      4 -0.5 5 0.3004237      4 0.5 5 0.3004237      

26     0 -0.5 1 3.218251      0 -0.5 2 2.682625      0 -0.5 3 1.364583      0 -0.5 4 0.007463229      0 -0.5 5 0.09839956      0 0.5 1 3.218251      0 0.5 2 2.682625      0 0.5 3 1.364583      0 0.5 4 0.007463229      0 0.5 5 0.09839956      1 -0.5 2 2.738686      1 -0.5 3 0.7312168      1 -0.5 4 0.01598086      1 -0.5 5 0.06046116      1 0.5 2 2.738686      1 0.5 3 0.7312168      1 0.5 4 0.01598086      1 0.5 5 0.06046116      2 -0.5 3 0.05143997      2 -0.5 4 0.06246973      2 -0.5 5 0.0824073      2 0.5 3 0.05143997      2 0.5 4 0.06246973      2 0.5 5 0.0824073      3 -0.5 4 0.1773728      3 -0.5 5 0.1237979      3 0.5 4 0.1773728      3 0.5 5 0.1237979      4 -0.5 5 0.176855      4 0.5 5 0.176855      

27     0 -0.5 1 2.414163      0 -0.5 2 1.968915      0 -0.5 3 0.9130467      0 -0.5 4 0.04101404      0 -0.5 5 0.09599811      0 0.5 1 2.414163      0 0.5 2 1.968915      0 0.5 3 0.9130467      0 0.5 4 0.04101404      0 0.5 5 0.09599811      1 -0.5 2 2.015206      1 -0.5 3 0.418891      1 -0.5 4 0.04606249      1 -0.5 5 0.05861839      1 0.5 2 2.015206      1 0.5 3 0.418891      1 0.5 4 0.04606249      1 0.5 5 0.05861839      2 -0.5 3 0.1347179      2 -0.5 4 0.06066569      2 -0.5 5 0.1150352      2 0.5 3 0.1347179      2 0.5 4 0.06066569      2 0.5 5 0.1150352      3 -0.5 4 0.1744927      3 -0.5 5 0.141041      3 0.5 4 0.1744927      3 0.5 5 0.141041      4 -0.5 5 0.1741929      4 0.5 5 0.1741929      

28     0 -0.5 1 1.936425      0 -0.5 2 1.532568      0 -0.5 3 0.7395191      0 -0.5 4 0.1002393      0 -0.5 5 0.1503246      0 0.5 1 1.936425      0 0.5 2 1.532568      0 0.5 3 0.7395191      0 0.5 4 0.1002393      0 0.5 5 0.1503246      1 -0.5 2 1.573708      1 -0.5 3 0.2843269      1 -0.5 4 0.08469281      1 -0.5 5 0.1056111      1 0.5 2 1.573708      1 0.5 3 0.2843269      1 0.5 4 0.08469281      1 0.5 5 0.1056111      2 -0.5 3 0.2312245      2 -0.5 4 0.1354566      2 -0.5 5 0.1855696      2 0.5 3 0.2312245      2 0.5 4 0.1354566      2 0.5 5 0.1855696      3 -0.5 4 0.2822751      3 -0.5 5 0.2595496      3 0.5 4 0.2822751      3 0.5 5 0.2595496      4 -0.5 5 0.2815747      4 0.5 5 0.2815747      

29     0 -0.5 1 2.206706      0 -0.5 2 1.790076      0 -0.5 3 0.863289      0 -0.5 4 0.1362862      0 -0.5 5 0.1024936      0 0.5 1 2.206706      0 0.5 2 1.790076      0 0.5 3 0.863289      0 0.5 4 0.1362862      0 0.5 5 0.1024936      1 -0.5 2 1.833234      1 -0.5 3 0.3483431      1 -0.5 4 0.09780889      1 -0.5 5 0.08144059      1 0.5 2 1.833234      1 0.5 3 0.3483431      1 0.5 4 0.09780889      1 0.5 5 0.08144059      2 -0.5 3 0.2156386      2 -0.5 4 0.1176232      2 -0.5 5 0.1678142      2 0.5 3 0.2156386      2 0.5 4 0.1176232      2 0.5 5 0.1678142      3 -0.5 4 0.2152485      3 -0.5 5 0.2434656      3 0.5 4 0.2152485      3 0.5 5 0.2434656      4 -0.5 5 0.2147648      4 0.5 5 0.2147648      

30     0 -0.5 1 1.356473      0 -0.5 2 1.028938      0 -0.5 3 0.4044185      0 -0.5 4 0.1317838      0 -0.5 5 0.06059847      0 0.5 1 1.356473      0 0.5 2 1.028938      0 0.5 3 0.4044185      0 0.5 4 0.1317838      0 0.5 5 0.06059847      1 -0.5 2 1.062054      1 -0.5 3 0.3075767      1 -0.5 4 0.2104379      1 -0.5 5 0.06969102      1 0.5 2 1.062054      1 0.5 3 0.3075767      1 0.5 4 0.2104379      1 0.5 5 0.06969102      2 -0.5 3 0.2105581      2 -0.5 4 0.07342847      2 -0.5 5 0.1185695      2 0.5 3 0.2105581      2 0.5 4 0.07342847      2 0.5 5 0.1185695      3 -0.5 4 0.2107255      3 -0.5 5 0.1818434      3 0.5 4 0.2107255      3 0.5 5 0.1818434      4 -0.5 5 0.210935      4 0.5 5 0.210935      

31     0 -0.5 1 0.07589965      0 -0.5 2 0.06901934      0 -0.5 3 0.0274963      0 -0.5 4 0.004100369      0 -0.5 5 0.003293537      0 0.5 1 0.07589965      0 0.5 2 0.06901934      0 0.5 3 0.0274963      0 0.5 4 0.004100369      0 0.5 5 0.003293537      1 -0.5 2 0.06981192      1 -0.5 3 0.0005080178      1 -0.5 4 0.004830512      1 -0.5 5 0.002350026      1 0.5 2 0.06981192      1 0.5 3 0.0005080178      1 0.5 4 0.004830512      1 0.5 5 0.002350026      2 -0.5 3 0.004116817      2 -0.5 4 0.002367787      2 -0.5 5 0.003514875      2 0.5 3 0.004116817      2 0.5 4 0.002367787      2 0.5 5 0.003514875      3 -0.5 4 0.004132679      3 -0.5 5 0.002394411      3 0.5 4 0.004132679      3 0.5 5 0.002394411      4 -0.5 5 0.004153011      4 0.5 5 0.004153011      

