2.88351e-06	3.56591e-10
5.76701e-06	1.42636e-09
8.65052e-06	3.2093e-09
1.1534e-05	5.70537e-09
1.44175e-05	8.91455e-09
1.7301e-05	1.28368e-08
2.01845e-05	1.7472e-08
2.30681e-05	2.28202e-08
2.59516e-05	2.88813e-08
2.88351e-05	3.56552e-08
3.17186e-05	4.31417e-08
3.46021e-05	5.13409e-08
3.74856e-05	6.02526e-08
4.03691e-05	6.98766e-08
4.32526e-05	8.02129e-08
4.61361e-05	9.12613e-08
4.90196e-05	1.03022e-07
5.19031e-05	1.15494e-07
5.47866e-05	1.28678e-07
5.76701e-05	1.42573e-07
6.05536e-05	1.5718e-07
6.34371e-05	1.72498e-07
6.63206e-05	1.88527e-07
6.92042e-05	2.05267e-07
7.20877e-05	2.22718e-07
7.49712e-05	2.40879e-07
7.78547e-05	2.59751e-07
8.07382e-05	2.79332e-07
8.36217e-05	2.99624e-07
8.65052e-05	3.20625e-07
8.93887e-05	3.42336e-07
9.22722e-05	3.64756e-07
9.51557e-05	3.87885e-07
9.80392e-05	4.11724e-07
0.000100923	4.36271e-07
0.000103806	4.61527e-07
0.00010669	4.87491e-07
0.000109573	5.14164e-07
0.000112457	5.41545e-07
0.00011534	5.69633e-07
0.000118224	5.9843e-07
0.000121107	6.27934e-07
0.000123991	6.58146e-07
0.000126874	6.89066e-07
0.000129758	7.20692e-07
0.000132641	7.53026e-07
0.000135525	7.86066e-07
0.000138408	8.19814e-07
0.000141292	8.54268e-07
0.000144175	8.89428e-07
0.000147059	9.25295e-07
0.000149942	9.61868e-07
0.000152826	9.99147e-07
0.000155709	1.03713e-06
0.000158593	1.07582e-06
0.000161476	1.11522e-06
0.00016436	1.15532e-06
0.000167243	1.19613e-06
0.000170127	1.23764e-06
0.00017301	1.27985e-06
0.000175894	1.32278e-06
0.000178777	1.3664e-06
0.000181661	1.41073e-06
0.000184544	1.45577e-06
0.000187428	1.50151e-06
0.000190311	1.54795e-06
0.000193195	1.5951e-06
0.000196078	1.64295e-06
0.000198926	1.69088e-06
0.000201814	1.74022e-06
0.000204744	1.79099e-06
0.000207717	1.84324e-06
0.000210733	1.89701e-06
0.000213793	1.95235e-06
0.000216898	2.0093e-06
0.000220047	2.06791e-06
0.000223242	2.12823e-06
0.000226484	2.1903e-06
0.000229773	2.25418e-06
0.000233109	2.31992e-06
0.000236494	2.38758e-06
0.000239928	2.45721e-06
0.000243411	2.52886e-06
0.000246946	2.6026e-06
0.000250532	2.67848e-06
0.000254169	2.75658e-06
0.00025786	2.83695e-06
0.000261604	2.91965e-06
0.000265403	3.00477e-06
0.000269257	3.09236e-06
0.000273166	3.1825e-06
0.000277133	3.27526e-06
0.000281157	3.37072e-06
0.000285239	3.46896e-06
0.000289381	3.57005e-06
0.000293583	3.67409e-06
0.000297846	3.78115e-06
0.000302171	3.89133e-06
0.000306558	4.00471e-06
