3.40136e-06 2.91525e+08 0.0423829
6.80272e-06 2.82425e+08 0.16424
1.02041e-05 2.67475e+08 0.349978
1.36054e-05 2.47005e+08 0.574568
1.70068e-05 2.21498e+08 0.805055
2.04082e-05 1.91609e+08 1.00284
2.38095e-05 1.58227e+08 1.12718
2.72109e-05 1.29504e+08 1.20498
3.06122e-05 1.08529e+08 1.27804
3.40136e-05 9.2661e+07 1.34714
3.7415e-05 8.03151e+07 1.41286
4.08163e-05 7.04862e+07 1.47564
4.42177e-05 6.25101e+07 1.53586
4.7619e-05 5.59323e+07 1.5938
5.10204e-05 5.04321e+07 1.6497
5.44218e-05 4.57776e+07 1.70376
5.78231e-05 4.17974e+07 1.75615
6.12245e-05 3.83622e+07 1.80702
6.46259e-05 3.53729e+07 1.85649
6.80272e-05 3.27526e+07 1.90468
7.14286e-05 3.04405e+07 1.95166
7.48299e-05 2.83881e+07 1.99754
7.82313e-05 2.65563e+07 2.04239
8.16327e-05 2.49133e+07 2.08626
8.5034e-05 2.3433e+07 2.12923
8.84354e-05 2.20936e+07 2.17135
9.18367e-05 2.08771e+07 2.21266
9.52381e-05 1.97683e+07 2.2532
9.86395e-05 1.87542e+07 2.29303
0.000102041 1.78239e+07 2.33217
0.000105442 1.6968e+07 2.37067
0.000108844 1.61785e+07 2.40854
0.000112245 1.54484e+07 2.44583
0.000115646 1.47715e+07 2.48255
0.000119048 1.41426e+07 2.51873
0.000122449 1.35571e+07 2.5544
0.00012585 1.30109e+07 2.58957
0.000129252 1.25004e+07 2.62427
0.000132653 1.20225e+07 2.65851
0.000136054 1.15742e+07 2.69231
0.000139456 1.1153e+07 2.72569
0.000142857 1.07568e+07 2.75866
0.000146259 1.03835e+07 2.79124
0.00014966 1.00313e+07 2.82344
0.000153061 9.69858e+06 2.85528
0.000156463 9.38382e+06 2.88676
0.000159864 9.08572e+06 2.9179
0.000163265 8.80306e+06 2.94871
0.000166667 8.53475e+06 2.97919
0.000170068 8.2798e+06 3.00936
0.000173469 8.03728e+06 3.03924
0.000176871 7.80636e+06 3.06881
0.000180272 7.58629e+06 3.09811
0.000183673 7.37636e+06 3.12712
0.000187075 7.17593e+06 3.15587
0.000190476 6.98441e+06 3.18435
0.000193878 6.80125e+06 3.21258
0.000197279 6.62596e+06 3.24056
0.00020068 6.45806e+06 3.2683
0.000204082 6.29713e+06 3.2958
0.000207483 6.14278e+06 3.32307
0.000210884 5.99462e+06 3.35012
0.000214286 5.85231e+06 3.37694
0.000217687 5.71555e+06 3.40356
0.000221088 5.58403e+06 3.42996
0.00022449 5.45747e+06 3.45616
0.000227891 5.33562e+06 3.48216
0.000231293 5.21823e+06 3.50797
0.000234694 5.10508e+06 3.53359
0.000238095 4.99595e+06 3.55901
0.000241494 4.89074e+06 3.58424
0.000244941 4.78775e+06 3.60964
0.000248437 4.68692e+06 3.63522
0.000251984 4.58821e+06 3.66098
0.00025558 4.49158e+06 3.68693
0.000259229 4.39699e+06 3.71305
0.000262929 4.30438e+06 3.73936
0.000266682 4.21373e+06 3.76585
0.000270489 4.12498e+06 3.79253
0.00027435 4.0381e+06 3.8194
0.000278266 3.95305e+06 3.84646
0.000282238 3.86978e+06 3.8737
0.000286266 3.78827e+06 3.90114
0.000290353 3.70848e+06 3.92877
0.000294497 3.63036e+06 3.9566
0.000298701 3.55389e+06 3.98462
0.000302964 3.47903e+06 4.01284
0.000307289 3.40574e+06 4.04125
0.000311675 3.334e+06 4.06987
0.000316124 3.26377e+06 4.09868
0.000320637 3.19501e+06 4.1277
0.000325213 3.1277e+06 4.15692
0.000329856 3.06181e+06 4.18635
0.000334564 2.9973e+06 4.21598
0.00033934 2.93416e+06 4.24582
0.000344183 2.87234e+06 4.27587
0.000349096 2.81182e+06 4.30613
0.000354079 2.75257e+06 4.33661
0.000359133 2.69458e+06 4.36729
0.00036426 2.6378e+06 4.39819
0.000369459 2.58222e+06 4.42931
0.000374733 2.52781e+06 4.46065
0.000380082 2.47454e+06 4.4922
0.000385507 2.4224e+06 4.52398
0.00039101 2.37135e+06 4.55597
0.000396591 2.32138e+06 4.5882
0.000402252 2.27246e+06 4.62064
0.000407994 2.22456e+06 4.65332
0.000413818 2.17768e+06 4.68622
0.000419725 2.13178e+06 4.71935
0.000425716 2.08685e+06 4.75272
0.000431793 2.04287e+06 4.78631
0.000437956 1.99981e+06 4.82015
0.000444208 1.95766e+06 4.85421
0.000450548 1.91639e+06 4.88852
0.00045698 1.876e+06 4.92306
0.000463503 1.83645e+06 4.95785
0.000470119 1.79774e+06 4.99288
0.000476829 1.75984e+06 5.02815
0.000483635 1.72274e+06 5.06367
0.000490539 1.68642e+06 5.09944
0.000497541 1.65086e+06 5.13545
0.000504643 1.61606e+06 5.17172
0.000511846 1.58198e+06 5.20824
0.000519152 1.54863e+06 5.24501
0.000526563 1.51597e+06 5.28204
0.000534079 1.48401e+06 5.31933
0.000541703 1.45271e+06 5.35687
0.000549435 1.42208e+06 5.39468
0.000557278 1.39209e+06 5.43275
0.000565232 1.36273e+06 5.47109
0.000573301 1.33399e+06 5.50969
0.000581484 1.30585e+06 5.54856
0.000589784 1.27831e+06 5.58769
0.000598203 1.25135e+06 5.6271
0.000606742 1.22495e+06 5.66679
0.000615402 1.19911e+06 5.70675
0.000624187 1.17382e+06 5.74698
0.000633096 1.14906e+06 5.7875
0.000642133 1.12481e+06 5.82829
0.000651299 1.10108e+06 5.86937
0.000660596 1.07785e+06 5.91073
0.000670025 1.05511e+06 5.95238
0.000679589 1.03285e+06 5.99431
0.00068929 1.01105e+06 6.03654
0.000699129 989719 6.07906
0.000709108 968833 6.12187
0.00071923 948387 6.16497
0.000729497 928371 6.20838
0.00073991 908778 6.25208
0.000750471 889596 6.29609
0.000761183 870819 6.3404
0.000772049 852437 6.38501
0.000783069 834442 6.42993
0.000794247 816827 6.47516
0.000805584 799582 6.5207
0.000817083 782701 6.56656
0.000828746 766175 6.61273
0.000840576 749997 6.65922
0.000852574 734160 6.70602
0.000864744 718657 6.75315
0.000877087 703480 6.8006
0.000889607 688623 6.84838
0.000902305 674079 6.89648
0.000915185 659841 6.94492
0.000928248 645903 6.99368
0.000941498 632259 7.04278
0.000954937 618902 7.09221
0.000968568 605827 7.14199
0.000982394 593027 7.1921
0.000996417 580497 7.24255
0.00101064 568231 7.29335
0.00102507 556223 7.3445
0.0010397 544468 7.39599
0.00105454 532961 7.44784
0.00106959 521697 7.50004
0.00108486 510669 7.55259
0.00110034 499875 7.6055
0.00111605 489307 7.65877
0.00113198 478963 7.7124
0.00114814 468836 7.7664
0.00116453 458923 7.82076
0.00118115 449218 7.87549
0.00119801 439718 7.93059
0.00121511 430419 7.98606
0.00123246 421315 8.04191
0.00125005 412403 8.09814
0.00126789 403680 8.15475
0.00128599 395140 8.21173
0.00130435 386780 8.26911
0.00132296 378596 8.32687
0.00134185 370585 8.38502
0.001361 362742 8.44355
0.00138043 355065 8.50249
0.00140013 347550 8.56182
0.00142012 340193 8.62154
0.00144039 332992 8.68167
0.00146095 325942 8.7422
0.0014818 319041 8.80314
0.00150296 312285 8.86448
0.00152441 305672 8.92624
0.00154617 299198 8.9884
0.00156824 292861 9.05098
0.00159062 286658 9.11398
0.00161333 280585 9.1774
0.00163636 274640 9.24124
0.00165972 268821 9.30551
0.00168341 263124 9.3702
0.00170744 257548 9.43532
0.00173181 252089 9.50087
0.00175653 246746 9.56685
0.0017816 241515 9.63328
0.00180703 236394 9.70014
0.00183282 231382 9.76744
0.00185899 226475 9.83519
0.00188552 221672 9.90338
0.00191244 216970 9.97202
0.00193973 212367 10.0411
0.00196742 207862 10.1107
0.00199551 203451 10.1807
0.00202399 199134 10.2511
0.00205288 194908 10.3221
0.00208218 190770 10.3934
0.00211191 186721 10.4653
0.00214205 182756 10.5376
0.00217263 178876 10.6104
0.00220364 175077 10.6837
0.00223509 171359 10.7574
0.002267 167719 10.8316
0.00229936 164156 10.9063
0.00233218 160668 10.9815
0.00236547 157253 11.0572
0.00239923 153911 11.1333
0.00243348 150640 11.21
0.00246822 147437 11.2871
0.00250345 144302 11.3648
0.00253918 141234 11.4429
0.00257543 138230 11.5215
0.00261219 135289 11.6007
0.00264948 132411 11.6803
0.0026873 129594 11.7605
0.00272565 126836 11.8411
0.00276456 124136 11.9223
0.00280402 121493 12.004
0.00284405 118907 12.0862
0.00288464 116375 12.1689
0.00292582 113896 12.2522
0.00296758 111470 12.3359
0.00300994 109095 12.4202
0.00305291 106770 12.5051
0.00309648 104494 12.5904
0.00314068 102267 12.6763
0.00318551 100087 12.7628
0.00323099 97952.3 12.8497
0.0032771 95863.1 12.9373
0.00332388 93818.2 13.0253
0.00337133 91816.5 13.1139
0.00341945 89857.1 13.2031
0.00346826 87939.1 13.2928
0.00351777 86061.8 13.383
0.00356798 84224.1 13.4738
0.00361891 82425.3 13.5652
0.00367057 80664.6 13.6571
0.00372296 78941.2 13.7496
0.0037761 77254.2 13.8427
0.00383 75602.9 13.9363
0.00388467 73986.6 14.0305
0.00394012 72404.5 14.1252
0.00399637 70855.9 14.2205
0.00405341 69340 14.3164
0.00411127 67856.3 14.4129
0.00416995 66404 14.51
0.00422948 64982.4 14.6076
0.00428985 63591 14.7058
0.00435108 62229 14.8046
0.00441319 60895.9 14.904
0.00447618 59591 15.004
0.00454008 58313.8 15.1046
0.00460488 57063.7 15.2057
0.00467061 55840 15.3075
0.00473728 54642.3 15.4098
0.0048049 53469.9 15.5128
0.00487349 52322.4 15.6163
0.00494305 51199.3 15.7204
0.00501361 50099.9 15.8252
0.00508518 49023.9 15.9305
0.00515776 47970.7 16.0365
0.00523139 46939.9 16.143
0.00530606 45930.9 16.2502
0.0053818 44943.3 16.358
0.00545862 43976.7 16.4664
0.00553654 43030.5 16.5754
0.00561557 42104.5 16.685
0.00569572 41198.1 16.7952
0.00577703 40311 16.906
0.00585949 39442.7 17.0175
0.00594313 38592.9 17.1296
0.00602796 37761.1 17.2423
0.006114 36946.9 17.3556
0.00620128 36150.1 17.4695
0.00628979 35370.2 17.5841
0.00637957 34606.9 17.6993
0.00647064 33859.8 17.8151
0.006563 33128.6 17.9315
0.00665668 32412.9 18.0486
0.0067517 31712.4 18.1663
0.00684807 31026.9 18.2846
0.00694582 30355.9 18.4035
0.00704497 29699.2 18.5231
0.00714553 29056.5 18.6432
0.00724753 28427.4 18.7641
0.00735098 27811.8 18.8855
0.00745591 27209.2 19.0076
0.00756233 26619.5 19.1303
0.00767028 26042.3 19.2536
0.00777977 25477.4 19.3775
0.00789082 24924.6 19.5021
0.00800345 24383.5 19.6273
0.00811769 23854 19.7532
0.00823357 23335.8 19.8796
0.00835109 22828.6 20.0067
0.0084703 22332.2 20.1344
0.0085912 21846.4 20.2628
0.00871384 21371 20.3917
0.00883822 20905.7 20.5213
0.00896438 20450.4 20.6515
0.00909234 20004.7 20.7823
0.00922212 19568.6 20.9137
0.00935376 19141.8 21.0458
0.00948727 18724.1 21.1785
0.0096227 18315.4 21.3118
0.00976005 17915.3 21.4457
0.00989937 17523.9 21.5802
0.0100407 17140.8 21.7153
0.010184 16765.8 21.851
0.0103294 16398.9 21.9873
0.0104768 16039.9 22.1243
0.0106264 15688.5 22.2618
0.010778 15344.7 22.3999
0.0109319 15008.2 22.5387
0.0110879 14678.9 22.678
0.0112462 14356.7 22.8179
0.0114067 14041.4 22.9584
0.0115695 13732.8 23.0995
0.0117347 13430.9 23.2411
0.0119022 13135.4 23.3833
0.0120721 12846.2 23.5261
0.0122444 12563.3 23.6695
0.0124192 12286.4 23.8135
0.0125965 12015.5 23.958
0.0127763 11750.4 24.103
0.0129586 11491 24.2486
0.0131436 11237.2 24.3948
0.0133312 10988.8 24.5415
0.0135215 10745.8 24.6887
0.0137145 10508 24.8365
0.0139103 10275.3 24.9848
0.0141088 10047.6 25.1336
0.0143102 9824.81 25.2829
0.0145145 9606.82 25.4328
0.0147217 9393.53 25.5831
0.0149318 9184.84 25.734
0.015145 8980.64 25.8853
0.0153611 8780.85 26.0371
0.0155804 8585.37 26.1894
0.0158028 8394.1 26.3422
0.0160284 8206.97 26.4955
0.0162572 8023.87 26.6492
0.0164892 7844.73 26.8033
0.0167246 7669.47 26.9579
0.0169633 7497.99 27.1129
0.0172055 7330.22 27.2684
0.017451 7166.08 27.4242
0.0177001 7005.5 27.5805
0.0179528 6848.39 27.7372
0.0182091 6694.68 27.8943
